Day;Hour;Minute;InverterPVActualActivePower;ActivePowerAbsorbedFromGrid;InverterConsumerActivePowerLoad;ActivePowerInjectedToGrid
02;23;45;0;90;20;0
03;00;00;0;407;323;0
03;00;15;0;279;190;0
03;00;30;0;240;79;0
03;00;45;0;402;423;0
03;01;00;0;74;20;0
03;01;15;0;341;310;0
03;01;30;0;243;196;0
03;01;45;0;114;49;0
03;02;00;0;450;470;0
03;02;15;0;91;20;0
03;02;30;0;281;265;0
03;02;45;0;324;235;0
03;03;00;0;210;38;0
03;03;15;0;357;487;0
03;03;30;0;88;20;0
03;03;45;0;254;200;0
03;04;00;0;326;310;0
03;04;15;0;65;30;0
03;04;30;0;460;425;0
03;04;45;0;123;95;0
03;05;00;0;227;145;0
03;05;15;0;381;370;0
03;05;30;0;76;28;0
03;05;45;0;350;342;0
03;06;00;0;241;185;0
03;06;15;0;91;53;0
03;06;30;0;498;472;0
03;06;45;0;85;28;0
03;07;00;0;567;537;0
03;07;15;0;751;690;0
03;07;30;0;702;706;0
03;07;45;0;702;550;0
03;08;00;0;543;498;0
03;08;15;0;106;38;0
03;08;30;0;71;20;0
03;08;45;0;315;263;0
03;09;00;0;372;347;0
03;09;15;0;59;20;0
03;09;30;10;375;333;0
03;09;45;10;273;232;0
03;10;00;10;89;15;0
03;10;15;9;460;482;0
03;10;30;22;100;33;0
03;10;45;10;250;231;0
03;11;00;19;527;491;0
03;11;15;20;483;468;0
03;11;30;21;895;912;0
03;11;45;20;528;478;0
03;12;00;29;830;673;0
03;12;15;20;1142;747;0
03;12;30;26;740;459;0
03;12;45;24;845;897;0
03;13;00;20;530;506;0
03;13;15;31;684;625;0
03;13;30;59;732;779;0
03;13;45;73;468;464;0
03;14;00;92;483;529;0
03;14;15;75;585;661;0
03;14;30;56;615;612;0
03;14;45;48;23;33;0
03;15;00;56;357;365;0
03;15;15;41;128;123;0
03;15;30;10;152;108;0
03;15;45;0;355;336;0
03;16;00;0;65;32;0
03;16;15;0;349;388;0
03;16;30;0;187;76;0
03;16;45;0;182;150;0
03;17;00;0;365;330;0
03;17;15;0;65;29;0
03;17;30;0;442;406;0
03;17;45;0;147;90;0
03;18;00;0;379;375;0
03;18;15;0;280;205;0
03;18;30;0;92;51;0
03;18;45;0;519;534;0
03;19;00;0;140;40;0
03;19;15;0;364;270;0
03;19;30;0;432;360;0
03;19;45;0;103;13;0
03;20;00;0;557;452;0
03;20;15;0;222;170;0
03;20;30;0;193;114;0
03;20;45;0;550;481;0
03;21;00;0;75;22;0
03;21;15;0;370;298;0
03;21;30;0;368;320;0
03;21;45;0;77;20;0
03;22;00;0;490;425;0
03;22;15;0;85;25;0
03;22;30;0;335;226;0
03;22;45;0;332;289;0
03;23;00;0;111;20;0
03;23;15;0;480;440;0
03;23;30;0;202;70;0
03;23;45;0;328;233;0
04;00;00;0;318;272;0
04;00;15;0;257;190;0
04;00;30;0;364;280;0
04;00;45;0;100;20;0
04;01;00;0;536;468;0
04;01;15;0;72;32;0
04;01;30;0;272;210;0
04;01;45;0;347;326;0
04;02;00;0;56;15;0
04;02;15;0;413;382;0
04;02;30;0;202;168;0
04;02;45;0;111;61;0
04;03;00;0;519;470;0
04;03;15;0;61;20;0
04;03;30;0;259;207;0
04;03;45;0;359;346;0
04;04;00;0;59;17;0
04;04;15;0;425;374;0
04;04;30;0;176;163;0
04;04;45;0;91;50;0
04;05;00;0;449;506;0
04;05;15;0;151;27;0
04;05;30;0;236;183;0
04;05;45;0;394;360;0
04;06;00;0;64;20;0
04;06;15;0;384;351;0
04;06;30;0;234;204;0
04;06;45;0;66;34;0
04;07;00;0;521;502;0
04;07;15;0;731;645;0
04;07;30;0;687;672;0
04;07;45;0;201;33;0
04;08;00;0;520;431;0
04;08;15;0;282;220;0
04;08;30;0;225;77;0
04;08;45;0;884;925;0
04;09;00;0;576;535;0
04;09;15;0;615;552;0
04;09;30;0;905;900;0
04;09;45;0;534;472;0
04;10;00;0;699;731;0
04;10;15;0;868;729;0
04;10;30;0;506;472;0
04;10;45;10;783;751;0
04;11;00;0;461;453;0
04;11;15;9;618;525;0
04;11;30;0;931;928;0
04;11;45;0;545;499;0
04;12;00;0;713;647;0
04;12;15;0;882;816;0
04;12;30;0;773;487;0
04;12;45;10;1141;766;0
04;13;00;10;589;582;0
04;13;15;10;425;356;0
04;13;30;9;797;779;0
04;13;45;12;1008;853;0
04;14;00;0;887;843;0
04;14;15;0;418;312;0
04;14;30;0;450;500;0
04;14;45;0;207;175;0
04;15;00;0;84;20;0
04;15;15;0;465;434;0
04;15;30;0;661;544;0
04;15;45;0;585;511;0
04;16;00;0;847;435;0
04;16;15;0;203;21;0
04;16;30;0;510;259;0
04;16;45;0;340;308;0
04;17;00;0;98;20;0
04;17;15;0;366;407;0
04;17;30;0;196;133;0
04;17;45;0;128;55;0
04;18;00;0;472;510;0
04;18;15;0;120;21;0
04;18;30;0;235;205;0
04;18;45;0;427;346;0
04;19;00;0;73;23;0
04;19;15;0;403;367;0
04;19;30;0;257;195;0
04;19;45;0;102;15;0
04;20;00;0;527;500;0
04;20;15;0;212;45;0
04;20;30;0;273;153;0
04;20;45;0;485;402;0
04;21;00;0;115;20;0
04;21;15;0;411;300;0
04;21;30;0;334;240;0
04;21;45;0;228;30;0
04;22;00;0;518;456;0
04;22;15;0;194;101;0
04;22;30;0;261;85;0
04;22;45;0;528;465;0
04;23;00;0;113;27;0
04;23;15;0;321;221;0
04;23;30;0;393;337;0
04;23;45;0;85;21;0
05;00;00;0;400;370;0
05;00;15;0;225;172;0
05;00;30;0;98;43;0
05;00;45;0;528;501;0
05;01;00;0;84;41;0
05;01;15;0;206;175;0
05;01;30;0;434;375;0
05;01;45;0;67;32;0
05;02;00;0;348;306;0
05;02;15;0;274;258;0
05;02;30;0;180;20;0
05;02;45;0;372;455;0
05;03;00;0;132;103;0
05;03;15;0;130;92;0
05;03;30;0;499;466;0
05;03;45;0;77;20;0
05;04;00;0;271;224;0
05;04;15;0;360;329;0
05;04;30;0;86;34;0
05;04;45;0;368;385;0
05;05;00;0;229;176;0
05;05;15;0;121;25;0
05;05;30;0;362;511;0
05;05;45;0;197;48;0
05;06;00;0;195;167;0
05;06;15;0;429;396;0
05;06;30;0;93;20;0
05;06;45;0;335;303;0
05;07;00;0;650;628;0
05;07;15;0;736;694;0
05;07;30;0;627;496;0
05;07;45;0;450;365;0
05;08;00;0;394;351;0
05;08;15;0;63;24;0
05;08;30;0;328;268;0
05;08;45;0;390;346;0
05;09;00;0;69;18;0
05;09;15;0;363;355;0
05;09;30;0;585;511;0
05;09;45;0;635;483;0
05;10;00;0;865;905;0
05;10;15;0;576;555;0
05;10;30;0;571;559;0
05;10;45;0;860;808;0
05;11;00;10;392;334;0
05;11;15;44;456;478;0
05;11;30;60;535;528;0
05;11;45;44;176;204;0
05;12;00;17;1019;531;0
05;12;15;49;540;278;0
05;12;30;46;249;184;0
05;12;45;29;683;678;0
05;13;00;0;822;775;0
05;13;15;10;703;675;0
05;13;30;60;161;115;0
05;13;45;66;553;588;0
05;14;00;14;155;112;0
05;14;15;20;114;106;0
05;14;30;19;375;375;0
05;14;45;16;40;10;1.999999999
05;15;00;45;320;333;8.000000002
05;15;15;29;160;162;0
05;15;30;12;121;27;0
05;15;45;0;539;527;0
05;16;00;0;740;767;0
05;16;15;0;923;813;0
05;16;30;0;517;512;0
05;16;45;0;566;519;0
05;17;00;0;204;165;0
05;17;15;0;70;20;0
05;17;30;0;414;405;0
05;17;45;0;276;55;0
05;18;00;0;399;315;0
05;18;15;0;380;285;0
05;18;30;0;173;35;0
05;18;45;0;571;525;0
05;19;00;0;174;40;0
05;19;15;0;316;255;0
05;19;30;0;447;355;0
05;19;45;0;105;20;0
05;20;00;0;424;395;0
05;20;15;0;368;195;0
05;20;30;0;277;95;0
05;20;45;0;422;455;0
05;21;00;0;208;20;0
05;21;15;0;469;375;0
05;21;30;0;250;185;0
05;21;45;0;250;115;0
05;22;00;0;502;445;0
05;22;15;0;98;20;0
05;22;30;0;482;373;0
05;22;45;0;243;187;0
05;23;00;0;212;135;0
05;23;15;0;533;425;0
05;23;30;0;132;20;0
05;23;45;0;460;405;0
06;00;00;0;248;155;0
06;00;15;0;305;195;0
06;00;30;0;410;395;0
06;00;45;0;65;20;0
06;01;00;0;437;405;0
06;01;15;0;250;205;0
06;01;30;0;107;75;0
06;01;45;0;534;545;0
06;02;00;0;152;142;0
06;02;15;0;261;230;0
06;02;30;0;448;410;0
06;02;45;0;49;20;0
06;03;00;0;419;360;0
06;03;15;0;320;290;0
06;03;30;0;47;20;0
06;03;45;0;553;495;0
06;04;00;0;183;170;0
06;04;15;0;210;145;0
06;04;30;0;542;500;0
06;04;45;0;85;20;0
06;05;00;0;340;325;0
06;05;15;0;350;325;0
06;05;30;0;100;20;0
06;05;45;0;450;445;0
06;06;00;0;268;235;0
06;06;15;0;87;20;0
06;06;30;0;484;525;0
06;06;45;0;247;165;0
06;07;00;0;175;90;0
06;07;15;0;554;540;0
06;07;30;0;688;640;0
06;07;45;0;751;690;0
06;08;00;0;377;360;0
06;08;15;0;608;505;0
06;08;30;0;546;305;0
06;08;45;0;232;20;0
06;09;00;10;910;462;0
06;09;15;10;443;405;0
06;09;30;9;44;20;0
06;09;45;20;246;225;0
06;10;00;31;503;508;0
06;10;15;34;32;17;0
06;10;30;40;205;225;0
06;10;45;55;314;435;0
06;11;00;51;126;20;0
06;11;15;62;285;330;0
06;11;30;52;295;290;0
06;11;45;56;8;15;9.999999998
06;12;00;39;836;500;0
06;12;15;75;546;1155;0
06;12;30;90;578;623;0
06;12;45;75;1007;1023;0
06;13;00;90;1085;1138;0
06;13;15;96;813;836;0
06;13;30;86;609;617;0
06;13;45;109;788;921;0
06;14;00;70;385;413;0
06;14;15;105;578;581;11
06;14;30;114;577;658;0
06;14;45;104;473;498;0
06;15;00;131;817;945;0
06;15;15;156;350;469;0
06;15;30;73;725;784;0
06;15;45;36;633;614;0
06;16;00;19;517;463;0
06;16;15;12;902;759;0
06;16;30;0;310;270;0
06;16;45;0;703;654;0
06;17;00;0;364;302;0
06;17;15;0;964;345;0
06;17;30;0;793;564;0
06;17;45;0;202;41;0
06;18;00;0;483;435;0
06;18;15;0;357;226;0
06;18;30;0;142;57;0
06;18;45;0;582;544;0
06;19;00;0;216;95;0
06;19;15;0;307;230;0
06;19;30;0;482;465;0
06;19;45;0;174;16;0
06;20;00;0;441;338;0
06;20;15;0;427;386;0
06;20;30;0;99;9.999999999;0
06;20;45;0;516;425;0
06;21;00;0;346;275;0
06;21;15;0;190;50;0
06;21;30;0;625;496;0
06;21;45;0;273;195;0
06;22;00;0;302;75;0
06;22;15;0;521;545;0
06;22;30;0;203;113;0
06;22;45;0;306;170;0
06;23;00;0;667;552;0
06;23;15;0;285;146;0
06;23;30;0;219;106;0
06;23;45;0;615;539;0
07;00;00;0;204;51;0
07;00;15;0;408;377;0
07;00;30;0;392;354;0
07;00;45;0;145;20;0
07;01;00;0;515;531;0
07;01;15;0;307;243;0
07;01;30;0;173;142;0
07;01;45;0;580;558;0
07;02;00;0;159;93;0
07;02;15;0;306;263;0
07;02;30;0;526;528;0
07;02;45;0;114;23;0
07;03;00;0;367;356;0
07;03;15;0;505;455;0
07;03;30;0;51;20;0
07;03;45;0;417;409;0
07;04;00;0;495;436;0
07;04;15;0;55;21;0
07;04;30;0;495;450;0
07;04;45;0;441;391;0
07;05;00;0;64;20;0
07;05;15;0;503;485;0
07;05;30;0;296;250;0
07;05;45;0;131;116;0
07;06;00;0;554;529;0
07;06;15;0;189;137;0
07;06;30;0;241;176;0
07;06;45;0;581;554;0
07;07;00;0;655;641;0
07;07;15;0;754;685;0
07;07;30;0;444;420;0
07;07;45;0;518;493;0
07;08;00;0;574;535;0
07;08;15;0;173;147;0
07;08;30;0;135;96;0
07;08;45;0;533;516;0
07;09;00;20;283;260;0
07;09;15;17;73;32;0
07;09;30;24;571;518;0
07;09;45;44;395;326;0
07;10;00;44;48;21;0
07;10;15;54;371;415;0
07;10;30;52;284;293;6.000000001
07;10;45;73;9;26;14
07;11;00;61;490;520;0
07;11;15;90;715;695;0
07;11;30;118;1070;1222;0
07;11;45;125;410;444;20
07;12;00;134;557;674;0
07;12;15;113;603;609;13
07;12;30;100;2;41;28
07;12;45;80;394;411;0
07;13;00;75;244;291;3.000000001
07;13;15;98;347;323;5.999999999
07;13;30;113;916;954;0
07;13;45;99;599;685;0
07;14;00;82;573;534;0
07;14;15;83;889;972;0
07;14;30;80;566;543;0
07;14;45;71;737;755;0
07;15;00;36;833;810;0
07;15;15;28;642;487;0
07;15;30;26;978;966;0
07;15;45;14;615;573;0
07;16;00;10;695;712;0
07;16;15;4.999999999;750;685;0
07;16;30;0;525;440;0
07;16;45;0;855;887;0
07;17;00;0;783;673;0
07;17;15;0;832;769;0
07;17;30;0;755;634;0
07;17;45;0;671;615;0
07;18;00;0;620;501;0
07;18;15;0;910;630;0
07;18;30;0;792;546;0
07;18;45;0;462;364;0
07;19;00;0;618;540;0
07;19;15;0;204;61;0
07;19;30;0;536;167;0
07;19;45;0;680;522;0
07;20;00;0;452;39;0
07;20;15;0;270;216;0
07;20;30;0;540;460;0
07;20;45;0;94;20;0
07;21;00;0;379;295;0
07;21;15;0;524;458;0
07;21;30;0;120;17;0
07;21;45;0;376;283;0
07;22;00;0;468;408;0
07;22;15;0;89;15;0
07;22;30;0;514;439;0
07;22;45;0;326;246;0
07;23;00;0;167;81;0
07;23;15;0;593;555;0
07;23;30;0;140;45;0
07;23;45;0;375;259;0
08;00;00;0;455;396;0
08;00;15;0;82;21;0
08;00;30;0;525;470;0
08;00;45;0;239;191;0
08;01;00;0;222;130;0
08;01;15;0;441;534;0
08;01;30;0;199;32;0
08;01;45;0;349;300;0
08;02;00;0;430;351;0
08;02;15;0;108;20;0
08;02;30;0;564;507;0
08;02;45;0;194;154;0
08;03;00;0;240;174;0
08;03;15;0;505;472;0
08;03;30;0;69;21;0
08;03;45;0;428;409;0
08;04;00;0;320;256;0
08;04;15;0;111;84;0
08;04;30;0;564;530;0
08;04;45;0;135;67;0
08;05;00;0;305;260;0
08;05;15;0;448;424;0
08;05;30;0;67;21;0
08;05;45;0;464;440;0
08;06;00;0;256;221;0
08;06;15;0;135;135;0
08;06;30;0;575;539;0
08;06;45;0;90;32;0
08;07;00;0;575;535;0
08;07;15;0;730;666;0
08;07;30;0;609;580;0
08;07;45;0;455;403;0
08;08;00;0;505;472;0
08;08;15;0;476;288;0
08;08;30;0;560;530;0
08;08;45;0;230;53;0
08;09;00;0;295;170;0
08;09;15;0;508;504;0
08;09;30;0;133;21;0
08;09;45;0;361;293;0
08;10;00;10;241;187;0
08;10;15;9;332;285;0
08;10;30;22;202;174;0
08;10;45;24;171;151;0
08;11;00;15;353;345;0
08;11;15;20;74;21;0
08;11;30;21;490;470;0
08;11;45;20;87;23;0
08;12;00;19;416;377;0
08;12;15;29;689;605;0
08;12;30;22;913;714;0
08;12;45;10;602;237;0
08;13;00;19;454;376;0
08;13;15;20;329;279;0
08;13;30;21;80;22;0
08;13;45;20;454;465;0
08;14;00;19;81;46;0
08;14;15;20;302;270;0
08;14;30;19;261;222;0
08;14;45;22;118;101;0
08;15;00;10;405;393;0
08;15;15;9;114;15;0
08;15;30;0;499;458;0
08;15;45;0;129;34;0
08;16;00;0;377;293;0
08;16;15;0;310;206;0
08;16;30;0;247;110;0
08;16;45;0;466;390;0
08;17;00;0;114;23;0
08;17;15;0;527;454;0
08;17;30;0;360;48;0
08;17;45;0;401;250;0
08;18;00;0;319;236;0
08;18;15;0;162;90;0
08;18;30;0;501;420;0
08;18;45;0;204;21;0
08;19;00;0;379;415;0
08;19;15;0;233;85;0
08;19;30;0;287;210;0
08;19;45;0;655;574;0
08;20;00;0;778;674;0
08;20;15;0;844;688;0
08;20;30;0;483;300;0
08;20;45;0;655;595;0
08;21;00;0;202;93;0
08;21;15;0;418;312;0
08;21;30;0;470;356;0
08;21;45;0;112;20;0
08;22;00;0;283;221;0
08;22;15;0;477;360;0
08;22;30;0;116;25;0
08;22;45;0;537;476;0
08;23;00;0;137;35;0
08;23;15;0;328;261;0
08;23;30;0;354;251;0
08;23;45;0;181;79;0
09;00;00;0;512;443;0
09;00;15;0;65;23;0
09;00;30;0;408;350;0
09;00;45;0;187;160;0
09;01;00;0;237;187;0
09;01;15;0;361;348;0
09;01;30;0;78;11;0
09;01;45;0;502;490;0
09;02;00;0;95;31;0
09;02;15;0;342;283;0
09;02;30;0;283;257;0
09;02;45;0;107;71;0
09;03;00;0;462;455;0
09;03;15;0;94;21;0
09;03;30;0;373;369;0
09;03;45;0;239;170;0
09;04;00;0;215;166;0
09;04;15;0;393;360;0
09;04;30;0;69;21;0
09;04;45;0;513;451;0
09;05;00;0;121;94;0
09;05;15;0;262;226;0
09;05;30;0;345;305;0
09;05;45;0;77;21;0
09;06;00;0;433;505;0
09;06;15;0;150;37;0
09;06;30;0;347;304;0
09;06;45;0;380;235;0
09;07;00;0;210;113;0
09;07;15;0;769;649;0
09;07;30;0;770;714;0
09;07;45;0;413;336;0
09;08;00;0;546;505;0
09;08;15;0;166;145;0
09;08;30;0;90;37;0
09;08;45;0;488;502;0
09;09;00;0;141;66;0
09;09;15;0;352;251;0
09;09;30;10;285;310;0
09;09;45;10;117;20;0
09;10;00;10;427;490;0
09;10;15;13;86;44;0
09;10;30;18;305;275;0
09;10;45;19;242;250;0
09;11;00;20;116;87;0
09;11;15;19;395;415;0
09;11;30;22;49;29;0
09;11;45;19;443;401;0
09;12;00;20;117;110;0
09;12;15;20;283;240;0
09;12;30;21;473;250;0
09;12;45;20;717;272;0
09;13;00;29;1197;882;0
09;13;15;16;303;192;0
09;13;30;25;616;511;0
09;13;45;19;677;671;0
09;14;00;20;768;706;0
09;14;15;15;446;435;0
09;14;30;16;400;396;0
09;14;45;10;364;334;0
09;15;00;10;93;59;0
09;15;15;9;317;313;0
09;15;30;0;313;237;0
09;15;45;0;184;119;0
09;16;00;0;362;363;0
09;16;15;0;95;28;0
09;16;30;0;718;685;0
09;16;45;0;564;492;0
09;17;00;0;1154;1118;0
09;17;15;0;687;570;0
09;17;30;0;637;541;0
09;17;45;0;670;613;0
09;18;00;0;745;644;0
09;18;15;0;795;726;0
09;18;30;0;618;521;0
09;18;45;0;677;641;0
09;19;00;0;386;302;0
09;19;15;0;694;633;0
09;19;30;0;329;207;0
09;19;45;0;569;632;0
09;20;00;0;220;165;0
09;20;15;0;457;365;0
09;20;30;0;176;135;0
09;20;45;0;340;210;0
09;21;00;0;329;276;0
09;21;15;0;177;65;0
09;21;30;0;510;416;0
09;21;45;0;120;21;0
09;22;00;0;512;416;0
09;22;15;0;173;69;0
09;22;30;0;368;276;0
09;22;45;0;314;195;0
09;23;00;0;196;130;0
09;23;15;0;454;348;0
09;23;30;0;119;27;0
09;23;45;0;476;450;0
10;00;00;0;176;20;0
10;00;15;0;321;343;0
10;00;30;0;287;139;0
10;00;45;0;257;218;0
10;01;00;0;317;285;0
10;01;15;0;106;40;0
10;01;30;0;447;440;0
10;01;45;0;62;20;0
10;02;00;0;422;397;0
10;02;15;0;173;108;0
10;02;30;0;268;237;0
10;02;45;0;299;263;0
10;03;00;0;94;65;0
10;03;15;0;422;442;0
10;03;30;0;116;23;0
10;03;45;0;428;368;0
10;04;00;0;257;138;0
10;04;15;0;264;210;0
10;04;30;0;218;297;0
10;04;45;0;81;43;0
10;05;00;0;490;466;0
10;05;15;0;67;20;0
10;05;30;0;385;337;0
10;05;45;0;189;166;0
10;06;00;0;232;182;0
10;06;15;0;346;341;0
10;06;30;0;107;15;0
10;06;45;0;566;485;0
10;07;00;0;568;325;0
10;07;15;0;859;674;0
10;07;30;0;724;621;0
10;07;45;0;743;706;0
10;08;00;0;431;350;0
10;08;15;0;475;490;0
10;08;30;0;337;309;0
10;08;45;0;50;26;0
10;09;00;10;223;201;0
10;09;15;10;474;440;0
10;09;30;20;53;21;0
10;09;45;28;144;126;0
10;10;00;35;470;479;0
10;10;15;48;13;21;10
10;10;30;39;340;350;0
10;10;45;31;161;161;0
10;11;00;34;149;160;0
10;11;15;35;353;335;0
10;11;30;31;25;27;0
10;11;45;19;492;462;0
10;12;00;20;43;23;0
10;12;15;25;347;347;0
10;12;30;26;210;148;0
10;12;45;19;565;195;0
10;13;00;29;340;287;0
10;13;15;22;438;52;0
10;13;30;19;507;541;0
10;13;45;20;683;693;0
10;14;00;20;600;543;0
10;14;15;21;115;105;0
10;14;30;10;522;491;0
10;14;45;10;100;36;0
10;15;00;9;280;225;0
10;15;15;10;260;256;0
10;15;30;0;94;44;0
10;15;45;0;446;451;0
10;16;00;0;130;20;0
10;16;15;0;430;380;0
10;16;30;0;284;198;0
10;16;45;0;191;113;0
10;17;00;0;489;455;0
10;17;15;0;62;11;0
10;17;30;0;406;351;0
10;17;45;0;274;202;0
10;18;00;0;161;103;0
10;18;15;0;473;381;0
10;18;30;0;96;20;0
10;18;45;0;526;405;0
10;19;00;0;243;85;0
10;19;15;0;317;242;0
10;19;30;0;331;264;0
10;19;45;0;161;65;0
10;20;00;0;466;406;0
10;20;15;0;148;13;0
10;20;30;0;430;390;0
10;20;45;0;208;88;0
10;21;00;0;274;190;0
10;21;15;0;367;285;0
10;21;30;0;108;37;0
10;21;45;0;535;424;0
10;22;00;0;113;29;0
10;22;15;0;420;366;0
10;22;30;0;180;90;0
10;22;45;0;235;201;0
10;23;00;0;365;250;0
10;23;15;0;184;73;0
10;23;30;0;441;393;0
10;23;45;0;87;21;0
11;00;00;0;457;427;0
11;00;15;0;118;43;0
11;00;30;0;333;293;0
11;00;45;0;207;182;0
11;01;00;0;200;130;0
11;01;15;0;345;348;0
11;01;30;0;52;14;0
11;01;45;0;446;452;0
11;02;00;0;99;33;0
11;02;15;0;380;326;0
11;02;30;0;187;155;0
11;02;45;0;194;165;0
11;03;00;0;357;298;0
11;03;15;0;100;31;0
11;03;30;0;457;458;0
11;03;45;0;47;24;0
11;04;00;0;371;350;0
11;04;15;0;170;113;0
11;04;30;0;200;191;0
11;04;45;0;369;306;0
11;05;00;0;178;21;0
11;05;15;0;375;445;0
11;05;30;0;57;21;0
11;05;45;0;381;365;0
11;06;00;0;172;130;0
11;06;15;0;240;191;0
