Day;Hour;Minute;InverterPVActualActivePower;ActivePowerAbsorbedFromGrid;InverterConsumerActivePowerLoad
12;20;00;0;175;541
12;20;15;0;150;178
12;20;30;0;161;471
12;20;45;0;160;370
12;21;00;0;143;421
12;21;15;0;126;225
12;21;30;0;170;904
12;21;45;0;141;400
12;22;00;0;129;10
12;22;15;0;131;720
12;22;30;0;145;380
12;22;45;0;64;9
12;23;00;0;80;0
12;23;15;0;121;781
12;23;30;0;94;161
12;23;45;0;71;10
13;00;00;0;80;0
13;00;15;0;74;0
13;00;30;0;74;9
13;00;45;0;86;70
13;01;00;0;90;30
13;01;15;0;80;0
13;01;30;0;91;335
13;01;45;0;85;36
13;02;00;0;68;0
13;02;15;0;107;369
13;02;30;0;80;0
13;02;45;0;99;111
13;03;00;0;85;258
13;03;15;0;100;282
13;03;30;0;85;139
13;03;45;0;104;390
13;04;00;0;76;25
13;04;15;0;121;475
13;04;30;0;99;205
13;04;45;0;119;854
13;05;00;0;122;751
13;05;15;0;99;570
13;05;30;0;124;900
13;05;45;0;97;380
13;06;00;0;148;890
13;06;15;0;102;350
13;06;30;0;184;880
13;06;45;0;190;944
13;07;00;0;250;1056
13;07;15;0;190;490
13;07;30;0;191;925
13;07;45;0;134;45
13;08;00;0;490;805
13;08;15;0;170;455
13;08;30;0;405;520
13;08;45;8.000000002;250;940
13;09;00;31;290;350
13;09;15;96;610;25
13;09;30;99;495;915
13;09;45;67;416;155
13;10;00;74;344;605
13;10;15;160;141;0
13;10;30;133;159;310
13;10;45;47;140;361
13;11;00;166;195;239
13;11;15;193;210;0
13;11;30;1039;351;330
13;11;45;1153;629;0
13;12;00;1068;180;0
13;12;15;941;140;10
13;12;30;100;560;0
13;12;45;68;116;0
13;13;00;121;139;570
13;13;15;561;120;325
13;13;30;641;151;284
13;13;45;148;114;381
13;14;00;4.000000001;104;191
13;14;15;19;112;450
13;14;30;51;99;0
13;14;45;166;100;269
13;15;00;65;126;375
13;15;15;105;74;65
13;15;30;74;120;676
13;15;45;32;85;264
13;16;00;31;129;949
13;16;15;19;216;456
13;16;30;0;170;116
13;16;45;0;141;884
13;17;00;0;150;576
13;17;15;0;139;920
13;17;30;0;111;69
13;17;45;0;109;0
13;18;00;0;119;0
13;18;15;0;112;0
13;18;30;0;175;720
13;18;45;0;210;930
13;19;00;0;324;550
13;19;15;0;185;915
13;19;30;0;170;430
13;19;45;0;186;915
13;20;00;0;170;630
13;20;15;0;179;660
13;20;30;0;161;309
13;20;45;0;229;936
13;21;00;0;195;125
13;21;15;0;236;930
13;21;30;0;138;270
13;21;45;0;146;239
13;22;00;0;155;920
13;22;15;0;110;142
13;22;30;0;121;589
13;22;45;0;165;700
13;23;00;0;124;289
13;23;15;0;131;241
13;23;30;0;150;740
13;23;45;0;95;0
14;00;00;0;80;9
14;00;15;0;99;0
14;00;30;0;95;0
14;00;45;0;95;10
14;01;00;0;85;110
14;01;15;0;99;322
14;01;30;0;91;0
14;01;45;0;106;348
14;02;00;0;80;72
14;02;15;0;85;99
14;02;30;0;109;530
14;02;45;0;75;0
14;03;00;0;119;451
14;03;15;0;96;199
14;03;30;0;80;0
14;03;45;0;106;490
14;04;00;0;104;480
14;04;15;0;100;335
14;04;30;0;110;394
14;04;45;0;110;581
14;05;00;0;129;870
14;05;15;0;102;611
14;05;30;0;129;920
14;05;45;0;90;349
14;06;00;0;135;935
14;06;15;0;100;404
14;06;30;0;114;511
14;06;45;0;117;770
14;07;00;0;89;121
14;07;15;0;119;929
14;07;30;0;126;540
14;07;45;0;129;500
14;08;00;0;181;660
14;08;15;0;200;340
14;08;30;0;270;111
14;08;45;0;201;929
14;09;00;0;104;70
14;09;15;8.000000002;161;629
14;09;30;12;124;232
14;09;45;14;111;55
14;10;00;17;124;644
14;10;15;7.999999998;104;0
14;10;30;19;141;529
14;10;45;6.000000001;141;242
14;11;00;14;129;268
14;11;15;31;185;807
14;11;30;20;145;174
14;11;45;19;390;0
14;12;00;20;170;0
14;12;15;31;160;9
14;12;30;39;170;0
14;12;45;51;576;0
14;13;00;45;434;691
14;13;15;45;160;1060
14;13;30;45;165;900
14;13;45;56;146;240
14;14;00;55;138;649
14;14;15;35;112;331
14;14;30;55;114;581
14;14;45;35;80;139
14;15;00;8.000000002;131;940
14;15;15;12;95;430
14;15;30;0;99;90
14;15;45;7.000000001;130;914
14;16;00;24;90;147
14;16;15;0;145;399
14;16;30;0;160;700
14;16;45;0;70;0
14;17;00;0;155;866
14;17;15;0;160;584
14;17;30;0;151;0
14;17;45;0;119;0
14;18;00;0;160;9
14;18;15;0;199;0
14;18;30;0;211;742
14;18;45;0;215;924
14;19;00;0;215;584
14;19;15;0;205;841
14;19;30;0;425;800
14;19;45;0;375;35
14;20;00;0;255;896
14;20;15;0;225;200
14;20;30;0;231;709
14;20;45;0;209;349
14;21;00;0;235;906
14;21;15;0;240;545
14;21;30;0;209;210
14;21;45;0;231;900
14;22;00;0;170;490
14;22;15;0;160;190
14;22;30;0;160;719
14;22;45;0;141;402
14;23;00;0;109;10
14;23;15;0;194;644
14;23;30;0;176;705
14;23;45;0;111;10
15;00;00;0;89;0
15;00;15;0;90;0
15;00;30;0;90;240
15;00;45;0;95;240
15;01;00;0;104;10
15;01;15;0;151;480
15;01;30;0;99;71
15;01;45;0;102;84
15;02;00;0;99;375
15;02;15;0;100;280
15;02;30;0;150;191
15;02;45;0;120;9
15;03;00;0;150;401
15;03;15;0;120;454
15;03;30;0;110;15
15;03;45;0;105;470
15;04;00;0;95;26
15;04;15;0;99;464
15;04;30;0;112;145
15;04;45;0;129;1035
15;05;00;0;130;910
15;05;15;0;120;936
15;05;30;0;126;764
15;05;45;0;114;741
15;06;00;0;110;519
15;06;15;0;150;930
15;06;30;0;106;251
15;06;45;0;114;729
15;07;00;0;119;650
15;07;15;0;112;261
15;07;30;0;149;929
15;07;45;0;140;111
15;08;00;0;240;679
15;08;15;0;505;410
15;08;30;0;195;345
15;08;45;0;181;355
15;09;00;0;139;269
15;09;15;7.999999998;169;530
15;09;30;11;311;341
15;09;45;0;330;159
15;10;00;0;600;251
15;10;15;0;440;561
15;10;30;8.000000002;150;339
15;10;45;43;180;831
15;11;00;47;150;0
15;11;15;62;170;379
15;11;30;28;135;0
15;11;45;43;146;10
15;12;00;27;494;320
15;12;15;26;605;291
15;12;30;25;355;0
15;12;45;19;530;259
15;13;00;16;475;530
15;13;15;16;225;10
15;13;30;0;204;375
15;13;45;8.000000002;176;385
15;14;00;11;225;530
15;14;15;16;170;171
15;14;30;15;185;284
15;14;45;0;180;24
15;15;00;0;215;660
15;15;15;0;131;295
15;15;30;0;160;295
15;15;45;0;189;856
15;16;00;0;151;175
15;16;15;0;330;831
15;16;30;0;170;580
15;16;45;0;179;210
15;17;00;0;215;920
15;17;15;0;580;479
15;17;30;0;530;829
15;17;45;0;445;511
15;18;00;0;250;650
15;18;15;0;260;736
15;18;30;0;385;484
15;18;45;0;340;925
15;19;00;0;236;105
15;19;15;0;245;781
15;19;30;0;234;569
15;19;45;0;220;340
15;20;00;0;235;465
15;20;15;0;250;520
15;20;30;0;231;455
15;20;45;0;274;870
15;21;00;0;199;0
15;21;15;0;241;770
15;21;30;0;191;769
15;21;45;0;129;10
15;22;00;0;150;766
15;22;15;0;141;435
15;22;30;0;114;0
15;22;45;0;136;299
15;23;00;0;90;46
15;23;15;0;104;306
15;23;30;0;105;468
15;23;45;0;70;0
16;00;00;0;80;0
16;00;15;0;80;181
16;00;30;0;105;261
16;00;45;0;89;209
16;01;00;0;85;19
16;01;15;0;107;621
16;01;30;0;80;0
16;01;45;0;80;240
16;02;00;0;124;741
16;02;15;0;70;10
16;02;30;0;129;665
16;02;45;0;71;4.999999999
16;03;00;0;130;699
16;03;15;0;81;14
16;03;30;0;89;287
16;03;45;0;100;434
16;04;00;0;109;435
16;04;15;0;91;50
16;04;30;0;106;661
16;04;45;0;114;599
16;05;00;0;109;909
16;05;15;0;117;640
16;05;30;0;94;482
16;05;45;0;141;924
16;06;00;0;109;335
16;06;15;0;160;930
16;06;30;0;241;1000
16;06;45;0;245;625
16;07;00;0;250;940
16;07;15;0;179;310
16;07;30;0;209;685
16;07;45;0;206;790
16;08;00;0;129;479
16;08;15;0;131;256
16;08;30;0;110;266
16;08;45;0;140;799
16;09;00;0;110;480
16;09;15;0;140;426
16;09;30;0;100;263
16;09;45;0;110;431
16;10;00;0;111;620
16;10;15;0;89;361
16;10;30;0;85;49
16;10;45;0;119;830
16;11;00;0;117;520
16;11;15;7.999999998;80;140
16;11;30;20;138;924
16;11;45;43;90;455
16;12;00;7.999999998;80;0
16;12;15;25;71;0
16;12;30;25;90;10
16;12;45;32;70;0
16;13;00;0;99;401
16;13;15;0;90;421
16;13;30;0;107;489
16;13;45;0;64;0
16;14;00;0;106;291
16;14;15;0;94;244
16;14;30;0;85;74
16;14;45;0;115;812
16;15;00;0;116;768
16;15;15;0;68;0
16;15;30;0;116;711
16;15;45;0;110;449
16;16;00;0;90;141
16;16;15;0;130;899
16;16;30;0;85;300
16;16;45;0;105;541
16;17;00;0;109;619
16;17;15;0;107;412
16;17;30;0;85;59
16;17;45;0;90;10
16;18;00;0;75;0
16;18;15;0;85;0
16;18;30;0;199;720
16;18;45;0;180;915
16;19;00;0;130;975
16;19;15;0;140;930
16;19;30;0;110;690
16;19;45;0;120;840
16;20;00;0;100;489
16;20;15;0;130;966
16;20;30;0;105;410
16;20;45;0;215;526
16;21;00;0;405;734
16;21;15;0;235;575
16;21;30;0;130;540
16;21;45;0;155;641
16;22;00;0;136;395
16;22;15;0;129;219
16;22;30;0;150;675
16;22;45;0;146;484
16;23;00;0;134;335
16;23;15;0;150;482
16;23;30;0;126;340
16;23;45;0;63;0
17;00;00;0;85;0
17;00;15;0;71;9
17;00;30;0;94;0
17;00;45;0;71;0
17;01;00;0;121;590
17;01;15;0;69;10
17;01;30;0;101;300
17;01;45;0;99;470
17;02;00;0;80;0
17;02;15;0;105;380
17;02;30;0;115;384
17;02;45;0;69;5.000000001
17;03;00;0;122;666
17;03;15;0;119;815
17;03;30;0;90;190
17;03;45;0;89;239
17;04;00;0;107;237
17;04;15;0;104;275
17;04;30;0;100;459
17;04;45;0;120;936
17;05;00;0;130;924
17;05;15;0;100;455
17;05;30;0;121;895
17;05;45;0;129;841
17;06;00;0;106;399
17;06;15;0;124;935
17;06;30;0;120;565
17;06;45;0;159;945
17;07;00;0;211;746
17;07;15;0;170;814
17;07;30;0;180;471
17;07;45;0;200;814
17;08;00;0;140;415
17;08;15;0;135;65
17;08;30;0;146;929
17;08;45;0;100;91
17;09;00;6.999999998;104;420
17;09;15;12;90;20
17;09;30;20;85;310
17;09;45;31;95;100
17;10;00;19;85;340
17;10;15;34;89;31
17;10;30;37;102;319
17;10;45;39;95;159
17;11;00;51;70;10
17;11;15;43;100;401
17;11;30;46;70;0
17;11;45;40;95;220
17;12;00;54;99;61
17;12;15;47;95;0
17;12;30;33;80;10
17;12;45;57;85;0
17;13;00;33;136;889
17;13;15;14;94;320
17;13;30;19;90;0
17;13;45;32;105;541
17;14;00;25;90;9
17;14;15;25;85;150
17;14;30;16;85;149
17;14;45;4.000000001;89;272
17;15;00;0;107;209
17;15;15;0;69;0
17;15;30;0;115;570
17;15;45;0;81;270
17;16;00;0;94;85
17;16;15;0;85;424
17;16;30;0;110;251
17;16;45;0;116;930
17;17;00;0;90;90
17;17;15;0;114;925
17;17;30;0;90;66
17;17;45;0;75;0
17;18;00;0;320;0
17;18;15;0;195;10
17;18;30;0;211;720
17;18;45;0;179;878
17;19;00;0;204;911
17;19;15;0;211;956
17;19;30;0;195;934
17;19;45;0;169;410
17;20;00;0;207;911
17;20;15;0;145;520
17;20;30;0;105;519
17;20;45;0;128;879
17;21;00;0;101;341
17;21;15;0;145;940
17;21;30;0;135;390
17;21;45;0;284;945
17;22;00;0;146;461
17;22;15;0;150;754
17;22;30;0;120;675
17;22;45;0;160;590
17;23;00;0;140;404
17;23;15;0;180;790
17;23;30;0;126;371
17;23;45;0;90;0
18;00;00;0;74;9
18;00;15;0;96;0
18;00;30;0;80;0
18;00;45;0;124;671
18;01;00;0;90;231
18;01;15;0;99;268
18;01;30;0;80;141
18;01;45;0;107;269
18;02;00;0;114;500
18;02;15;0;90;0
18;02;30;0;100;531
18;02;45;0;106;290
18;03;00;0;95;270
18;03;15;0;104;521
18;03;30;0;75;0
18;03;45;0;140;804
18;04;00;0;91;36
18;04;15;0;99;429
18;04;30;0;100;250
18;04;45;0;126;909
18;05;00;0;124;941
18;05;15;0;120;940
18;05;30;0;140;1210
18;05;45;0;126;2410
18;06;00;0;124;1075
18;06;15;0;110;496
18;06;30;0;120;749
18;06;45;0;115;395
18;07;00;0;206;959
18;07;15;0;218;306
18;07;30;0;146;530
18;07;45;0;155;390
18;08;00;0;526;966
18;08;15;0;154;45
18;08;30;0;285;604
18;08;45;0;495;984
18;09;00;0;120;380
18;09;15;0;105;652
18;09;30;0;94;98
18;09;45;0;122;846
18;10;00;0;104;465
18;10;15;0;95;400
18;10;30;0;110;370
18;10;45;0;125;871
18;11;00;12;75;0
18;11;15;0;95;378
18;11;30;6.999999998;85;151
18;11;45;0;131;900
18;12;00;20;204;0
18;12;15;12;211;0
18;12;30;8.000000002;74;0
18;12;45;11;80;10
18;13;00;12;101;541
18;13;15;19;109;414
18;13;30;7.999999998;100;274
18;13;45;20;126;947
18;14;00;19;85;295
18;14;15;24;80;0
18;14;30;7.999999998;138;859
18;14;45;11;151;830
18;15;00;0;131;255
18;15;15;0;170;955
18;15;30;0;99;79
18;15;45;0;151;846
18;16;00;0;129;665
18;16;15;0;121;800
18;16;30;0;94;131
18;16;45;0;105;0
18;17;00;0;116;854
18;17;15;0;153;580
18;17;30;0;121;66
18;17;45;0;140;5.000000001
18;18;00;0;120;3.999999999
18;18;15;0;124;0
18;18;30;0;151;770
18;18;45;0;170;931
18;19;00;0;169;375
18;19;15;0;175;919
18;19;30;0;182;845
18;19;45;0;153;539
18;20;00;0;136;291
18;20;15;0;160;960
18;20;30;0;135;390
18;20;45;0;155;970
18;21;00;0;130;185
18;21;15;0;160;955
18;21;30;0;170;954
18;21;45;0;130;336
18;22;00;0;160;670
18;22;15;0;150;449
18;22;30;0;150;162
18;22;45;0;150;944
18;23;00;0;151;185
18;23;15;0;119;510
18;23;30;0;120;731
18;23;45;0;64;0
19;00;00;0;81;9
19;00;15;0;70;0
19;00;30;0;75;0
19;00;45;0;80;70
19;01;00;0;114;421
19;01;15;0;66;9
19;01;30;0;90;110
19;01;45;0;99;621
19;02;00;0;80;10
19;02;15;0;80;189
19;02;30;0;112;311
19;02;45;0;80;89
19;03;00;0;109;571
19;03;15;0;80;159
19;03;30;0;95;300
19;03;45;0;75;75
19;04;00;0;114;505
19;04;15;0;107;340
19;04;30;0;90;180
19;04;45;0;114;900
19;05;00;0;119;935
19;05;15;0;116;940
19;05;30;0;120;966
19;05;45;0;130;964
19;06;00;0;120;951
19;06;15;0;130;944
19;06;30;0;100;85
19;06;45;0;160;900
19;07;00;0;141;970
19;07;15;0;149;1045
19;07;30;0;200;939
19;07;45;0;175;457
19;08;00;0;136;463
19;08;15;0;153;952
19;08;30;0;126;548
19;08;45;0;265;341
19;09;00;0;115;570
19;09;15;0;115;481
19;09;30;0;90;359
19;09;45;0;105;260
19;10;00;0;85;369
19;10;15;0;105;441
19;10;30;8.000000002;140;821
19;10;45;0;131;39
19;11;00;0;144;941
19;11;15;12;125;418
19;11;30;8.000000002;151;561
19;11;45;11;144;750
19;12;00;0;340;10
19;12;15;12;516;0
19;12;30;0;85;0
19;12;45;7.999999998;80;0
19;13;00;12;114;720
19;13;15;0;90;410
19;13;30;6.999999998;131;940
19;13;45;12;80;170
19;14;00;0;119;516
19;14;15;0;155;923
19;14;30;8.000000002;114;516
19;14;45;0;91;346
19;15;00;0;120;894
19;15;15;0;110;580
19;15;30;0;100;405
19;15;45;0;130;735
19;16;00;0;114;565
19;16;15;0;76;10
19;16;30;0;116;710
19;16;45;0;104;489
19;17;00;0;90;301
19;17;15;0;131;930
19;17;30;0;90;70
19;17;45;0;85;0
19;18;00;0;70;0
19;18;15;0;84;10
19;18;30;0;160;729
19;18;45;0;191;947
19;19;00;0;199;425
19;19;15;0;200;929
19;19;30;0;240;560
19;19;45;0;329;1020
19;20;00;0;170;555
19;20;15;0;201;425
19;20;30;0;200;730
19;20;45;0;190;590
19;21;00;0;181;640
19;21;15;0;209;741
19;21;30;0;206;0
19;21;45;0;274;810
19;22;00;0;231;549
19;22;15;0;218;260
19;22;30;0;141;50
19;22;45;0;160;700
19;23;00;0;175;601
19;23;15;0;146;919
19;23;30;0;109;90
19;23;45;0;95;0
20;00;00;0;116;3.999999999
20;00;15;0;104;496
20;00;30;0;95;20
20;00;45;0;90;341
20;01;00;0;109;459
20;01;15;0;75;131
20;01;30;0;126;558
20;01;45;0;76;0
20;02;00;0;114;561
20;02;15;0;70;0
20;02;30;0;119;655
20;02;45;0;80;175
20;03;00;0;101;260
20;03;15;0;110;500
20;03;30;0;95;125
20;03;45;0;105;576
20;04;00;0;89;268
20;04;15;0;112;550
20;04;30;0;85;176
20;04;45;0;124;886
20;05;00;0;116;564
20;05;15;0;124;824
20;05;30;0;109;956
20;05;45;0;117;515
20;06;00;0;109;925
20;06;15;0;136;595
20;06;30;0;204;956
20;06;45;0;200;519
20;07;00;0;225;940
20;07;15;0;201;429
20;07;30;0;184;971
20;07;45;0;190;586
20;08;00;0;150;359
20;08;15;0;146;160
20;08;30;0;289;510
20;08;45;0;211;790
20;09;00;0;160;605
20;09;15;0;219;350
20;09;30;0;211;905
20;09;45;0;179;889
20;10;00;0;210;676
20;10;15;0;130;460
20;10;30;0;221;950
20;10;45;0;299;236
20;11;00;0;180;944
20;11;15;0;181;359
20;11;30;0;640;215
20;11;45;12;1044;817
20;12;00;0;605;64
20;12;15;8.000000002;109;4.999999999
20;12;30;0;91;5.000000001
20;12;45;11;70;0
20;13;00;0;121;750
20;13;15;12;474;621
20;13;30;0;230;519
20;13;45;7.999999998;121;380
20;14;00;0;104;350
20;14;15;11;119;910
20;14;30;0;136;601
20;14;45;0;114;590
20;15;00;7.999999998;122;389
20;15;15;0;99;585
20;15;30;0;119;635
20;15;45;0;261;940
20;16;00;0;140;975
20;16;15;0;131;960
20;16;30;0;169;976
20;16;45;0;120;319
20;17;00;0;150;950
20;17;15;0;160;971
20;17;30;0;311;69
20;17;45;0;189;0
20;18;00;0;114;0
20;18;15;0;117;10
20;18;30;0;149;745
20;18;45;0;190;585
20;19;00;0;190;910
20;19;15;0;189;789
20;19;30;0;151;732
20;19;45;0;160;944
20;20;00;0;141;575
20;20;15;0;160;944
20;20;30;0;160;941
20;20;45;0;159;501
20;21;00;0;140;964
20;21;15;0;179;975
20;21;30;0;151;585
20;21;45;0;160;965
20;22;00;0;120;351
20;22;15;0;160;949
20;22;30;0;130;635
20;22;45;0;160;370
20;23;00;0;170;950
20;23;15;0;136;105
20;23;30;0;124;805
20;23;45;0;141;560
21;00;00;0;94;370
21;00;15;0;85;10
21;00;30;0;100;410
21;00;45;0;99;70
21;01;00;0;90;391
21;01;15;0;107;339
21;01;30;0;90;321
21;01;45;0;104;439
21;02;00;0;90;60
21;02;15;0;145;450
21;02;30;0;105;360
21;02;45;0;80;95
21;03;00;0;109;485
21;03;15;0;97;350
21;03;30;0;100;360
21;03;45;0;104;419
21;04;00;0;119;421
21;04;15;0;75;90
21;04;30;0;131;880
21;04;45;0;115;950
21;05;00;0;130;946
21;05;15;0;120;968
21;05;30;0;135;856
21;05;45;0;110;680
21;06;00;0;126;970
21;06;15;0;99;540
21;06;30;0;130;960
21;06;45;0;101;449
21;07;00;0;138;912
21;07;15;0;131;829
21;07;30;0;151;395
21;07;45;0;240;970
21;08;00;0;148;301
21;08;15;0;131;375
21;08;30;0;365;629
21;08;45;0;265;225
21;09;00;0;154;945
21;09;15;0;346;305
21;09;30;0;130;975
21;09;45;0;120;649
21;10;00;0;110;541
21;10;15;0;124;459
21;10;30;0;126;781
21;10;45;0;95;160
21;11;00;0;105;629
21;11;15;0;121;465
21;11;30;0;119;387
21;11;45;0;141;824
21;12;00;0;119;45
21;12;15;0;90;0
21;12;30;0;305;0
21;12;45;12;405;0
21;13;00;0;440;771
21;13;15;0;165;819
21;13;30;8.000000002;185;620
21;13;45;0;121;460
21;14;00;12;104;391
21;14;15;0;141;739
21;14;30;0;114;501
21;14;45;0;200;419
21;15;00;0;170;890
21;15;15;0;110;0
21;15;30;0;629;429
21;15;45;0;401;431
21;16;00;0;405;479
21;16;15;0;595;567
21;16;30;0;301;285
21;16;45;0;160;284
21;17;00;0;179;646
21;17;15;0;140;79
21;17;30;0;149;71
21;17;45;0;316;0
21;18;00;0;306;0
21;18;15;0;179;0
21;18;30;0;190;730
21;18;45;0;160;418
21;19;00;0;189;912
21;19;15;0;211;944
21;19;30;0;180;510
21;19;45;0;175;515
21;20;00;0;305;951
21;20;15;0;151;319
21;20;30;0;179;180
21;20;45;0;185;480
21;21;00;0;194;590
21;21;15;0;170;280
21;21;30;0;192;901
21;21;45;0;149;418
21;22;00;0;170;710
21;22;15;0;181;936
21;22;30;0;160;195
21;22;45;0;170;930
21;23;00;0;138;239
21;23;15;0;161;506
21;23;30;0;145;766
21;23;45;0;95;9
22;00;00;0;99;0
22;00;15;0;122;270
22;00;30;0;80;0
22;00;45;0;129;540
22;01;00;0;84;79
22;01;15;0;107;331
22;01;30;0;90;159
22;01;45;0;114;330
22;02;00;0;90;151
22;02;15;0;109;451
22;02;30;0;80;159
22;02;45;0;121;601
22;03;00;0;115;800
22;03;15;0;121;479
22;03;30;0;90;260
22;03;45;0;124;480
22;04;00;0;75;0
22;04;15;0;121;539
22;04;30;0;79;152
22;04;45;0;130;939
22;05;00;0;120;940
22;05;15;0;110;630
22;05;30;0;115;525
22;05;45;0;135;950
22;06;00;0;100;325
22;06;15;0;120;946
22;06;30;0;110;314
22;06;45;0;161;926
22;07;00;0;264;683
22;07;15;0;195;761
22;07;30;0;185;401
22;07;45;0;346;829
22;08;00;0;148;400
22;08;15;0;121;130
22;08;30;0;170;700
22;08;45;0;135;69
22;09;00;0;225;952
22;09;15;0;131;380
22;09;30;0;160;629
22;09;45;0;189;781
22;10;00;0;110;9
22;10;15;0;150;930
22;10;30;0;141;340
22;10;45;0;128;410
22;11;00;0;165;631
22;11;15;0;131;443
22;11;30;7.000000001;135;296
22;11;45;0;150;550
22;12;00;12;150;490
22;12;15;0;141;260
22;12;30;12;133;570
22;12;45;7.999999998;151;0
22;13;00;11;206;660
22;13;15;8.000000002;170;581
22;13;30;12;369;0
22;13;45;0;580;434
22;14;00;8.000000002;235;170
22;14;15;11;170;466
22;14;30;0;114;0
22;14;45;12;431;699
22;15;00;0;239;320
22;15;15;0;206;60
22;15;30;0;311;890
22;15;45;0;144;600
22;16;00;0;140;540
22;16;15;0;215;789
22;16;30;0;154;441
22;16;45;0;182;961
22;17;00;0;329;295
22;17;15;0;190;904
22;17;30;0;180;720
22;17;45;0;255;360
22;18;00;0;231;939
22;18;15;0;204;402
22;18;30;0;201;419
22;18;45;0;239;961
22;19;00;0;160;98
22;19;15;0;200;731
22;19;30;0;190;650
22;19;45;0;150;250
22;20;00;0;199;930
22;20;15;0;161;310
22;20;30;0;174;430
22;20;45;0;192;945
22;21;00;0;165;145
22;21;15;0;159;761
22;21;30;0;190;968
22;21;45;0;129;82
22;22;00;0;186;724
22;22;15;0;155;555
22;22;30;0;145;390
22;22;45;0;105;456
22;23;00;0;115;503
22;23;15;0;95;391
22;23;30;0;90;190
22;23;45;0;90;9
23;00;00;0;80;0
23;00;15;0;85;0
23;00;30;0;99;410
23;00;45;0;76;0
23;01;00;0;94;282
23;01;15;0;96;89
23;01;30;0;106;460
23;01;45;0;104;379
23;02;00;0;80;40
23;02;15;0;100;331
23;02;30;0;94;420
23;02;45;0;102;121
23;03;00;0;114;580
23;03;15;0;110;439
23;03;30;0;75;80
23;03;45;0;121;685
23;04;00;0;85;166
23;04;15;0;114;579
23;04;30;0;105;460
23;04;45;0;131;685
23;05;00;0;119;855
23;05;15;0;121;945
23;05;30;0;119;910
23;05;45;0;120;1446
23;06;00;0;130;2388
23;06;15;0;160;1482
23;06;30;0;150;2018
23;06;45;0;170;1375
23;07;00;0;129;442
23;07;15;0;146;884
23;07;30;0;126;276
23;07;45;0;149;973
23;08;00;0;140;306
23;08;15;0;184;455
23;08;30;0;165;630
23;08;45;0;122;569
23;09;00;0;119;51
23;09;15;0;140;945
23;09;30;0;141;331
23;09;45;0;119;484
23;10;00;7.999999998;131;801
23;10;15;0;68;0
23;10;30;12;261;340
23;10;45;19;120;210
23;11;00;8.000000002;170;984
23;11;15;20;141;950
23;11;30;23;175;600
23;11;45;19;94;95
23;12;00;20;100;0
23;12;15;23;85;0
23;12;30;32;136;0
23;12;45;29;479;10
23;13;00;37;186;776
23;13;15;33;124;525
23;13;30;39;121;624
23;13;45;37;138;935
23;14;00;28;102;19
23;14;15;31;139;831
23;14;30;20;121;530
23;14;45;19;99;220
23;15;00;20;130;920
23;15;15;0;101;380
23;15;30;11;104;560
23;15;45;0;135;925
23;16;00;0;91;95
23;16;15;0;139;931
23;16;30;0;111;585
23;16;45;0;109;424
23;17;00;0;160;634
23;17;15;0;140;317
23;17;30;0;160;0
23;17;45;0;140;9
23;18;00;0;95;0
23;18;15;0;155;0
23;18;30;0;180;735
23;18;45;0;191;875
23;19;00;0;153;921
23;19;15;0;541;944
23;19;30;0;415;2365
23;19;45;0;151;2410
23;20;00;0;138;1916
23;20;15;0;136;2024
23;20;30;0;165;1275
23;20;45;0;226;475
23;21;00;0;654;830
23;21;15;0;649;915
23;21;30;0;207;1075
23;21;45;0;189;850
23;22;00;0;194;676
23;22;15;0;245;934
23;22;30;0;136;585
23;22;45;0;130;695
23;23;00;0;120;669
23;23;15;0;119;831
23;23;30;0;80;0
23;23;45;0;76;10
24;00;00;0;75;0
24;00;15;0;80;35
24;00;30;0;110;475
24;00;45;0;84;0
24;01;00;0;116;630
24;01;15;0;80;69
24;01;30;0;100;280
24;01;45;0;90;361
24;02;00;0;80;45
24;02;15;0;114;644
24;02;30;0;97;0
24;02;45;0;124;772
24;03;00;0;80;5.000000001
24;03;15;0;105;534
24;03;30;0;100;370
24;03;45;0;80;181
24;04;00;0;120;620
24;04;15;0;100;130
24;04;30;0;120;500
24;04;45;0;101;494
24;05;00;0;124;915
24;05;15;0;116;945
24;05;30;0;124;1270
24;05;45;0;115;1880
24;06;00;0;120;2166
24;06;15;0;141;2400
24;06;30;0;119;1390
24;06;45;0;141;979
24;07;00;0;160;1045
24;07;15;0;134;295
24;07;30;0;135;769
24;07;45;0;119;201
24;08;00;0;122;980
24;08;15;0;160;120
24;08;30;0;138;785
24;08;45;0;131;411
24;09;00;0;151;433
24;09;15;0;349;721
24;09;30;0;415;10
24;09;45;0;220;760
24;10;00;0;455;650
24;10;15;0;170;130
24;10;30;0;555;961
24;10;45;0;455;290
24;11;00;0;179;824
24;11;15;0;187;1046
24;11;30;0;119;564
24;11;45;0;131;726
24;12;00;0;74;0
24;12;15;0;84;10
24;12;30;0;70;0
24;12;45;0;90;0
24;13;00;0;107;699
24;13;15;0;109;430
24;13;30;0;125;945
24;13;45;0;101;246
24;14;00;0;114;834
24;14;15;0;131;971
24;14;30;0;99;529
24;14;45;0;110;400
24;15;00;0;121;925
24;15;15;0;129;851
24;15;30;0;99;249
24;15;45;0;122;956
24;16;00;0;99;89
24;16;15;0;151;935
24;16;30;0;139;720
24;16;45;0;140;445
24;17;00;0;126;85
24;17;15;0;175;925
24;17;30;0;138;64
24;17;45;0;141;10
24;18;00;0;180;0
