Day;Hour;Minute;InverterPVActualActivePower;ActivePowerAbsorbedFromGrid;InverterConsumerActivePowerLoad;ActivePowerInjectedToGrid
03;09;45;10;154;19;0
03;10;00;0;242;18;0
03;10;15;0;109;19;0
03;10;30;5.999999999;112;18;0
03;10;45;3.000000001;249;20;0
03;11;00;0;415;20;0
03;11;15;12;224;17;0
03;11;30;10;85;18;0
03;11;45;0;70;18;0
03;12;00;10;61;18;0
03;12;15;9;65;20;0
03;12;30;9.999999999;64;18;0
03;12;45;0;77;18;0
03;13;00;10;54;19;0
03;13;15;10;51;20;0
03;13;30;0;53;23;0
03;13;45;9;56;27;0
03;14;00;12;65;28;0
03;14;15;0;64;28;0
03;14;30;0;80;31;0
03;14;45;10;65;28;0
03;15;00;0;61;26;0
03;15;15;0;56;30;0
03;15;30;0;94;30;0
03;15;45;0;129;26;0
03;16;00;0;121;23;0
03;16;15;0;119;22;0
03;16;30;0;156;21;0
03;16;45;0;250;18;0
03;17;00;0;460;19;0
03;17;15;0;275;16;0
03;17;30;0;265;18;0
03;17;45;0;225;19;0
03;18;00;0;300;17;0
03;18;15;0;670;19;0
03;18;30;0;739;19;0
03;18;45;0;340;17;0
03;19;00;0;186;20;0
03;19;15;0;165;17;0
03;19;30;0;130;21;0
03;19;45;0;120;18;0
03;20;00;0;125;19;0
03;20;15;0;119;18;0
03;20;30;0;101;20;0
03;20;45;0;105;17;0
03;21;00;0;415;20;0
03;21;15;0;240;18;0
03;21;30;0;295;18;0
03;21;45;0;265;21;0
03;22;00;0;270;17;0
03;22;15;0;260;19;0
03;22;30;0;255;18;0
03;22;45;0;255;18;0
03;23;00;0;274;19;0
03;23;15;0;266;19;0
03;23;30;0;229;18;0
03;23;45;0;231;18;0
04;00;00;0;230;17;0
04;00;15;0;245;19;0
04;00;30;0;214;17;0
04;00;45;0;226;17;0
04;01;00;0;215;20;0
04;01;15;0;210;19;0
04;01;30;0;215;22;0
04;01;45;0;209;19;0
04;02;00;0;216;18;0
04;02;15;0;220;19;0
04;02;30;0;220;18;0
04;02;45;0;216;18;0
04;03;00;0;204;19;0
04;03;15;0;205;21;0
04;03;30;0;210;22;0
04;03;45;0;215;17;0
04;04;00;0;214;18;0
04;04;15;0;191;20;0
04;04;30;0;74;18;0
04;04;45;0;75;18;0
04;05;00;0;75;18;0
04;05;15;0;71;20;0
04;05;30;0;75;18;0
04;05;45;0;75;22;0
04;06;00;0;75;18;0
04;06;15;0;66;17;0
04;06;30;0;58;18;0
04;06;45;0;66;19;0
04;07;00;0;65;18;0
04;07;15;0;75;18;0
04;07;30;0;76;18;0
04;07;45;0;74;19;0
04;08;00;0;95;18;0
04;08;15;0;230;80;0
04;08;30;0;574;356;0
04;08;45;0;276;217;0
04;09;00;0;265;183;0
04;09;15;0;486;405;0
04;09;30;0;133;20;0
04;09;45;0;131;19;0
04;10;00;0;140;19;0
04;10;15;0;140;18;0
04;10;30;0;315;19;0
04;10;45;0;255;20;0
04;11;00;0;150;18;0
04;11;15;0;146;17;0
04;11;30;0;138;19;0
04;11;45;0;76;19;0
04;12;00;0;130;19;0
04;12;15;0;170;18;0
04;12;30;0;339;19;0
04;12;45;0;806;19;0
04;13;00;0;635;19;0
04;13;15;0;480;17;0
04;13;30;0;255;19;0
04;13;45;0;210;18;0
04;14;00;0;225;21;0
04;14;15;0;254;20;0
04;14;30;0;271;21;0
04;14;45;0;255;20;0
04;15;00;0;234;18;0
04;15;15;0;126;21;0
04;15;30;0;80;24;0
04;15;45;0;90;17;0
04;16;00;0;100;18;0
04;16;15;0;104;23;0
04;16;30;0;201;22;0
04;16;45;0;129;18;0
04;17;00;0;117;20;0
04;17;15;0;89;18;0
04;17;30;0;105;18;0
04;17;45;0;315;20;0
04;18;00;0;230;20;0
04;18;15;0;175;17;0
04;18;30;0;170;19;0
04;18;45;0;170;19;0
04;19;00;0;175;18;0
04;19;15;0;190;20;0
04;19;30;0;195;19;0
04;19;45;0;229;18;0
04;20;00;0;291;18;0
04;20;15;0;275;20;0
04;20;30;0;471;18;0
04;20;45;0;254;19;0
04;21;00;0;325;18;0
04;21;15;0;255;19;0
04;21;30;0;245;19;0
04;21;45;0;219;17;0
04;22;00;0;231;20;0
04;22;15;0;221;19;0
04;22;30;0;209;19;0
04;22;45;0;205;19;0
04;23;00;0;195;18;0
04;23;15;0;199;20;0
04;23;30;0;181;17;0
04;23;45;0;149;18;0
05;00;00;0;151;17;0
05;00;15;0;140;18;0
05;00;30;0;129;18;0
05;00;45;0;141;18;0
05;01;00;0;130;17;0
05;01;15;0;139;21;0
05;01;30;0;151;21;0
05;01;45;0;150;19;0
05;02;00;0;151;18;0
05;02;15;0;138;18;0
05;02;30;0;139;18;0
05;02;45;0;152;19;0
05;03;00;0;129;18;0
05;03;15;0;151;20;0
05;03;30;0;150;21;0
05;03;45;0;141;19;0
05;04;00;0;138;19;0
05;04;15;0;75;18;0
05;04;30;0;51;19;0
05;04;45;0;49;17;0
05;05;00;0;70;20;0
05;05;15;0;61;17;0
05;05;30;0;70;21;0
05;05;45;0;49;21;0
05;06;00;0;61;19;0
05;06;15;0;50;18;0
05;06;30;0;49;18;0
05;06;45;0;66;18;0
05;07;00;0;65;20;0
05;07;15;0;61;17;0
05;07;30;0;53;20;0
05;07;45;0;156;17;0
05;08;00;0;160;20;0
05;08;15;0;135;18;0
05;08;30;0;150;19;0
05;08;45;0;149;18;0
05;09;00;0;250;21;0
05;09;15;0;191;18;0
05;09;30;0;215;17;0
05;09;45;0;320;20;0
05;10;00;0;184;17;0
05;10;15;0;276;21;0
05;10;30;0;265;18;0
05;10;45;0;229;19;0
05;11;00;0;191;18;0
05;11;15;10;250;21;0
05;11;30;4;190;16;0
05;11;45;5;180;20;0
05;12;00;0;135;18;0
05;12;15;0;124;19;0
05;12;30;0;121;18;0
05;12;45;0;115;20;0
05;13;00;0;104;19;0
05;13;15;9.999999999;107;18;0
05;13;30;0;74;19;0
05;13;45;0;91;27;0
05;14;00;0;79;17;0
05;14;15;0;86;22;0
05;14;30;0;74;21;0
05;14;45;0;79;17;0
05;15;00;0;80;20;0
05;15;15;0;116;29;0
05;15;30;0;115;24;0
05;15;45;0;104;19;0
05;16;00;0;201;20;0
05;16;15;0;355;20;0
05;16;30;0;440;21;0
05;16;45;0;385;18;0
05;17;00;0;496;18;0
05;17;15;0;539;19;0
05;17;30;0;765;16;0
05;17;45;0;674;21;0
05;18;00;0;1281;18;0
05;18;15;0;455;20;0
05;18;30;0;385;20;0
05;18;45;0;189;19;0
05;19;00;0;181;18;0
05;19;15;0;445;19;0
05;19;30;0;409;19;0
05;19;45;0;546;20;0
05;20;00;0;614;17;0
05;20;15;0;676;354;0
05;20;30;0;420;149;0
05;20;45;0;440;194;0
05;21;00;0;884;358;0
05;21;15;0;476;125;0
05;21;30;0;460;19;0
05;21;45;0;485;20;0
05;22;00;0;435;18;0
05;22;15;0;405;19;0
05;22;30;0;345;18;0
05;22;45;0;400;20;0
05;23;00;0;635;19;0
05;23;15;0;455;19;0
05;23;30;0;535;20;0
05;23;45;0;504;16;0
06;00;00;0;405;18;0
06;00;15;0;327;19;0
06;00;30;0;290;18;0
06;00;45;0;148;19;0
06;01;00;0;131;19;0
06;01;15;0;119;22;0
06;01;30;0;126;21;0
06;01;45;0;109;19;0
06;02;00;0;85;18;0
06;02;15;0;80;19;0
06;02;30;0;71;19;0
06;02;45;0;65;20;0
06;03;00;0;70;18;0
06;03;15;0;71;21;0
06;03;30;0;84;23;0
06;03;45;0;74;18;0
06;04;00;0;80;19;0
06;04;15;0;70;20;0
06;04;30;0;61;18;0
06;04;45;0;51;18;0
06;05;00;0;44;19;0
06;05;15;0;55;19;0
06;05;30;0;65;21;0
06;05;45;0;50;21;0
06;06;00;0;45;20;0
06;06;15;0;35;17;0
06;06;30;0;36;19;0
06;06;45;0;39;18;0
06;07;00;0;51;20;0
06;07;15;0;53;19;0
06;07;30;0;51;20;0
06;07;45;0;34;18;0
06;08;00;0;41;18;0
06;08;15;0;39;20;0
06;08;30;0;41;18;0
06;08;45;0;49;19;0
06;09;00;0;56;17;0
06;09;15;0;59;20;0
06;09;30;0;305;18;0
06;09;45;0;296;20;0
06;10;00;0;400;17;0
06;10;15;0;270;19;0
06;10;30;10;555;19;0
06;10;45;0;670;22;0
06;11;00;10;246;29;0
06;11;15;0;119;28;0
06;11;30;9;120;26;0
06;11;45;0;120;29;0
06;12;00;12;119;29;0
06;12;15;0;107;28;0
06;12;30;10;109;28;0
06;12;45;0;109;28;0
06;13;00;10;131;28;0
06;13;15;0;105;29;0
06;13;30;9;109;28;0
06;13;45;0;111;27;0
06;14;00;0;190;28;0
06;14;15;0;184;30;0
06;14;30;9.999999999;112;30;0
06;14;45;0;104;26;0
06;15;00;0;110;25;0
06;15;15;0;129;23;0
06;15;30;0;561;21;0
06;15;45;0;480;18;0
06;16;00;0;459;19;0
06;16;15;0;451;20;0
06;16;30;0;545;21;0
06;16;45;0;510;19;0
06;17;00;0;395;19;0
06;17;15;0;415;17;0
06;17;30;0;380;17;0
06;17;45;0;405;19;0
06;18;00;0;395;18;0
06;18;15;0;764;19;0
06;18;30;0;646;19;0
06;18;45;0;440;19;0
06;19;00;0;505;20;0
06;19;15;0;620;19;0
06;19;30;0;425;19;0
06;19;45;0;380;19;0
06;20;00;0;559;19;0
06;20;15;0;441;18;0
06;20;30;0;276;19;0
06;20;45;0;234;19;0
06;21;00;0;339;18;0
06;21;15;0;291;20;0
06;21;30;0;290;18;0
06;21;45;0;400;20;0
06;22;00;0;300;18;0
06;22;15;0;296;19;0
06;22;30;0;324;20;0
06;22;45;0;310;18;0
06;23;00;0;385;21;0
06;23;15;0;705;18;0
06;23;30;0;630;18;0
06;23;45;0;499;19;0
07;00;00;0;271;19;0
07;00;15;0;215;19;0
07;00;30;0;250;19;0
07;00;45;0;179;19;0
07;01;00;0;296;19;0
07;01;15;0;204;21;0
07;01;30;0;211;22;0
07;01;45;0;194;20;0
07;02;00;0;201;19;0
07;02;15;0;185;20;0
07;02;30;0;195;116;0
07;02;45;0;451;341;0
07;03;00;0;318;264;0
07;03;15;0;110;101;0
07;03;30;0;486;405;0
07;03;45;0;95;21;0
07;04;00;0;59;19;0
07;04;15;0;56;20;0
07;04;30;0;55;20;0
07;04;45;0;54;20;0
07;05;00;0;66;20;0
07;05;15;0;70;20;0
07;05;30;0;65;20;0
07;05;45;0;60;22;0
07;06;00;0;55;19;0
07;06;15;0;50;18;0
07;06;30;0;49;20;0
07;06;45;0;66;18;0
07;07;00;0;65;20;0
07;07;15;0;65;19;0
07;07;30;0;54;19;0
07;07;45;0;56;19;0
07;08;00;0;51;19;0
07;08;15;0;68;18;0
07;08;30;0;91;20;0
07;08;45;0;91;20;0
07;09;00;0;89;19;0
07;09;15;0;129;19;0
07;09;30;0;141;19;0
07;09;45;0;150;18;0
07;10;00;0;139;18;0
07;10;15;0;186;21;0
07;10;30;0;205;17;0
07;10;45;0;104;20;0
07;11;00;0;96;18;0
07;11;15;0;120;19;0
07;11;30;10;119;19;0
07;11;45;0;131;20;0
07;12;00;10;95;18;0
07;12;15;0;70;20;0
07;12;30;5;70;18;0
07;12;45;5;49;20;0
07;13;00;0;51;19;0
07;13;15;0;39;19;0
07;13;30;9;51;20;0
07;13;45;0;65;18;0
07;14;00;0;190;20;0
07;14;15;0;90;23;0
07;14;30;12;84;20;0
07;14;45;0;61;18;0
07;15;00;0;70;21;0
07;15;15;0;80;21;0
07;15;30;0;100;22;0
07;15;45;0;165;18;0
07;16;00;0;150;20;0
07;16;15;0;150;21;0
07;16;30;0;131;23;0
07;16;45;0;139;16;0
07;17;00;0;414;21;0
07;17;15;0;616;16;0
07;17;30;0;381;20;0
07;17;45;0;228;18;0
07;18;00;0;152;17;0
07;18;15;0;184;18;0
07;18;30;0;275;19;0
07;18;45;0;285;18;0
07;19;00;0;290;19;0
07;19;15;0;315;20;0
07;19;30;0;460;18;0
07;19;45;0;500;18;0
07;20;00;0;744;19;0
07;20;15;0;341;18;0
07;20;30;0;260;20;0
07;20;45;0;327;19;0
07;21;00;0;333;19;0
07;21;15;0;405;19;0
07;21;30;0;430;20;0
07;21;45;0;240;20;0
07;22;00;0;220;18;0
07;22;15;0;200;20;0
07;22;30;0;274;18;0
07;22;45;0;250;20;0
07;23;00;0;241;19;0
07;23;15;0;230;19;0
07;23;30;0;235;19;0
07;23;45;0;515;18;0
08;00;00;0;316;18;0
08;00;15;0;209;20;0
08;00;30;0;200;17;0
08;00;45;0;200;20;0
08;01;00;0;141;18;0
08;01;15;0;138;21;0
08;01;30;0;151;21;0
08;01;45;0;150;20;0
08;02;00;0;150;18;0
08;02;15;0;161;19;0
08;02;30;0;138;19;0
08;02;45;0;141;18;0
08;03;00;0;130;19;0
08;03;15;0;139;22;0
08;03;30;0;141;21;0
08;03;45;0;130;19;0
08;04;00;0;130;20;0
08;04;15;0;120;17;0
08;04;30;0;120;20;0
08;04;45;0;121;19;0
08;05;00;0;119;19;0
08;05;15;0;134;19;0
08;05;30;0;102;19;0
08;05;45;0;274;22;0
08;06;00;0;56;21;0
08;06;15;0;68;17;0
08;06;30;0;271;20;0
08;06;45;0;75;17;0
08;07;00;0;74;19;0
08;07;15;0;75;20;0
08;07;30;0;66;18;0
08;07;45;0;55;19;0
08;08;00;0;54;18;0
08;08;15;0;60;19;0
08;08;30;0;111;20;0
08;08;45;0;144;18;0
08;09;00;0;236;19;0
08;09;15;0;375;19;0
08;09;30;0;80;17;0
08;09;45;0;80;20;0
08;10;00;0;170;19;0
08;10;15;0;261;18;0
08;10;30;0;659;18;0
08;10;45;0;265;19;0
08;11;00;0;379;19;0
08;11;15;0;271;20;0
08;11;30;0;469;19;0
08;11;45;0;416;18;0
08;12;00;0;345;18;0
08;12;15;0;690;18;0
08;12;30;0;325;19;0
08;12;45;0;100;20;0
08;13;00;0;180;19;0
08;13;15;0;140;18;0
08;13;30;0;210;20;0
08;13;45;0;245;146;0
08;14;00;0;474;363;0
08;14;15;0;750;175;0
08;14;30;0;630;129;0
08;14;45;0;511;465;0
08;15;00;0;106;37;0
08;15;15;0;143;21;0
08;15;30;0;170;22;0
08;15;45;0;141;17;0
08;16;00;0;120;19;0
08;16;15;0;144;20;0
08;16;30;0;156;21;0
08;16;45;0;155;20;0
08;17;00;0;145;18;0
08;17;15;0;165;18;0
08;17;30;0;224;18;0
08;17;45;0;231;20;0
08;18;00;0;469;16;0
08;18;15;0;636;18;0
08;18;30;0;500;19;0
08;18;45;0;426;19;0
08;19;00;0;489;19;0
08;19;15;0;345;19;0
08;19;30;0;335;17;0
08;19;45;0;615;19;0
08;20;00;0;649;19;0
08;20;15;0;601;19;0
08;20;30;0;515;19;0
08;20;45;0;420;18;0
08;21;00;0;405;18;0
08;21;15;0;390;21;0
08;21;30;0;317;17;0
08;21;45;0;330;19;0
08;22;00;0;293;19;0
08;22;15;0;310;19;0
08;22;30;0;310;18;0
08;22;45;0;319;20;0
08;23;00;0;260;17;0
08;23;15;0;250;20;0
08;23;30;0;206;18;0
08;23;45;0;160;16;0
09;00;00;0;150;19;0
09;00;15;0;160;18;0
09;00;30;0;140;18;0
09;00;45;0;140;17;0
09;01;00;0;151;19;0
09;01;15;0;138;20;0
09;01;30;0;160;21;0
09;01;45;0;151;19;0
09;02;00;0;150;18;0
09;02;15;0;140;20;0
09;02;30;0;130;17;0
09;02;45;0;104;19;0
09;03;00;0;116;18;0
09;03;15;0;115;21;0
09;03;30;0;55;22;0
09;03;45;0;44;18;0
09;04;00;0;46;19;0
09;04;15;0;44;18;0
09;04;30;0;51;18;0
09;04;45;0;56;19;0
09;05;00;0;53;19;0
09;05;15;0;41;18;0
09;05;30;0;49;21;0
09;05;45;0;41;20;0
09;06;00;0;65;19;0
09;06;15;0;320;17;0
09;06;30;0;261;17;0
09;06;45;0;213;19;0
09;07;00;0;196;18;0
09;07;15;0;190;20;0
09;07;30;0;129;18;0
09;07;45;0;56;17;0
09;08;00;0;51;20;0
09;08;15;0;48;18;0
09;08;30;0;41;18;0
09;08;45;0;39;19;0
09;09;00;0;46;20;0
09;09;15;0;54;18;0
09;09;30;0;51;20;0
09;09;45;0;51;17;0
09;10;00;0;44;19;0
09;10;15;0;41;20;0
09;10;30;0;44;18;0
09;10;45;0;45;18;0
09;11;00;0;54;18;0
09;11;15;0;51;18;0
09;11;30;0;39;19;0
09;11;45;0;46;17;0
09;12;00;0;39;18;0
09;12;15;0;165;19;0
09;12;30;0;85;19;0
09;12;45;0;85;17;0
09;13;00;0;86;19;0
09;13;15;0;84;19;0
09;13;30;0;106;18;0
09;13;45;0;80;19;0
09;14;00;0;100;19;0
09;14;15;0;109;20;0
09;14;30;0;92;22;0
09;14;45;0;99;17;0
09;15;00;0;100;19;0
09;15;15;0;90;21;0
09;15;30;0;95;23;0
09;15;45;0;95;18;0
09;16;00;0;85;18;0
09;16;15;0;126;22;0
09;16;30;0;184;22;0
09;16;45;0;220;18;0
09;17;00;0;210;18;0
09;17;15;0;230;19;0
09;17;30;0;276;18;0
09;17;45;0;249;20;0
09;18;00;0;210;17;0
09;18;15;0;210;17;0
09;18;30;0;230;20;0
09;18;45;0;245;17;0
09;19;00;0;255;18;0
09;19;15;0;240;20;0
09;19;30;0;170;17;0
09;19;45;0;170;20;0
09;20;00;0;180;18;0
09;20;15;0;279;18;0
09;20;30;0;386;19;0
09;20;45;0;665;17;0
09;21;00;0;150;20;0
09;21;15;0;129;17;0
09;21;30;0;216;19;0
09;21;45;0;310;19;0
09;22;00;0;280;19;0
09;22;15;0;279;19;0
09;22;30;0;277;19;0
09;22;45;0;199;18;0
09;23;00;0;189;20;0
09;23;15;0;180;19;0
09;23;30;0;182;17;0
09;23;45;0;179;19;0
10;00;00;0;139;18;0
10;00;15;0;111;16;0
10;00;30;0;60;19;0
10;00;45;0;55;17;0
10;01;00;0;65;18;0
10;01;15;0;65;21;0
10;01;30;0;71;20;0
10;01;45;0;49;18;0
10;02;00;0;60;18;0
10;02;15;0;61;19;0
10;02;30;0;68;17;0
10;02;45;0;70;19;0
10;03;00;0;71;18;0
10;03;15;0;55;21;0
10;03;30;0;54;21;0
10;03;45;0;51;19;0
10;04;00;0;55;18;0
10;04;15;0;59;19;0
10;04;30;0;65;17;0
10;04;45;0;166;17;0
10;05;00;0;230;20;0
10;05;15;0;141;18;0
10;05;30;0;89;20;0
10;05;45;0;59;21;0
10;06;00;0;56;21;0
10;06;15;0;50;19;0
10;06;30;0;166;17;0
10;06;45;0;75;19;0
10;07;00;0;109;16;0
10;07;15;0;95;19;0
10;07;30;0;80;19;0
10;07;45;0;100;16;0
10;08;00;0;70;21;0
10;08;15;0;85;17;0
10;08;30;0;34;18;0
10;08;45;0;46;19;0
10;09;00;0;51;19;0
10;09;15;0;48;18;0
10;09;30;0;41;18;0
10;09;45;0;40;19;0
10;10;00;0;41;20;0
10;10;15;0;34;18;0
10;10;30;0;46;18;0
10;10;45;0;48;18;0
10;11;00;0;41;18;0
10;11;15;0;40;19;0
10;11;30;0;41;18;0
10;11;45;0;29;18;0
10;12;00;0;45;18;0
10;12;15;0;50;20;0
10;12;30;0;50;18;0
10;12;45;0;39;19;0
10;13;00;0;37;18;0
10;13;15;0;39;19;0
10;13;30;0;41;19;0
10;13;45;0;48;18;0
10;14;00;0;61;19;0
10;14;15;0;70;22;0
10;14;30;0;59;21;0
10;14;45;0;51;19;0
10;15;00;0;41;20;0
10;15;15;0;49;21;0
10;15;30;0;55;23;0
10;15;45;0;49;20;0
10;16;00;0;46;21;0
10;16;15;0;65;20;0
10;16;30;0;80;23;0
10;16;45;0;105;19;0
10;17;00;0;114;19;0
10;17;15;0;131;20;0
10;17;30;0;270;19;0
10;17;45;0;465;19;0
10;18;00;0;504;19;0
10;18;15;0;616;16;0
10;18;30;0;485;19;0
10;18;45;0;130;19;0
10;19;00;0;149;19;0
10;19;15;0;181;18;0
10;19;30;0;185;21;0
10;19;45;0;185;18;0
10;20;00;0;170;18;0
10;20;15;0;235;19;0
10;20;30;0;284;20;0
10;20;45;0;236;18;0
10;21;00;0;245;19;0
10;21;15;0;250;18;0
10;21;30;0;250;18;0
10;21;45;0;230;20;0
10;22;00;0;190;17;0
10;22;15;0;189;20;0
10;22;30;0;211;18;0
10;22;45;0;180;18;0
10;23;00;0;109;20;0
10;23;15;0;376;376;0
10;23;30;0;220;165;0
10;23;45;0;239;236;0
11;00;00;0;410;397;0
11;00;15;0;51;20;0
11;00;30;0;49;18;0
11;00;45;0;51;18;0
11;01;00;0;45;18;0
11;01;15;0;64;21;0
11;01;30;0;61;23;0
11;01;45;0;60;19;0
11;02;00;0;54;18;0
11;02;15;0;56;19;0
11;02;30;0;55;20;0
11;02;45;0;66;17;0
11;03;00;0;63;20;0
11;03;15;0;71;21;0
11;03;30;0;60;22;0
11;03;45;0;56;18;0
11;04;00;0;49;19;0
11;04;15;0;45;20;0
11;04;30;0;54;18;0
11;04;45;0;61;18;0
11;05;00;0;50;19;0
11;05;15;0;49;20;0
11;05;30;0;46;20;0
11;05;45;0;49;21;0
11;06;00;0;51;18;0
11;06;15;0;55;20;0
11;06;30;0;330;18;0
